Date,Power [kW],Temp (°C),HR,Wind Speed (m/s),Wind Gust (m/s),Pres (mbar),Solar Irradiance (W/m²),Rain (mm/h),Rain (Day),Holiday,Hour,Power - 1,Sin hour
2017-01-01 22:00:00,44.293446,10.0075,77.71666666666667,1.6318333333333335,2.3691666666666666,1018.9166666666666,1.2211666666666667,0.0,0.0,1,22,44.7079405,-7.840593581151714
2017-01-01 23:00:00,43.37662,9.882307692307693,80.23846153846154,1.9721538461538464,3.193076923076923,1018.0,1.5002307692307693,0.0,0.0,1,23,44.293446,-9.179885020528637
2017-01-02 00:00:00,43.8776405,9.471666666666666,83.45833333333333,2.7464999999999997,3.5850833333333334,1017.0833333333334,1.1796666666666666,0.0,0.0,0,0,43.37662,-9.893582466233818
2017-01-02 01:00:00,42.577347,10.209166666666667,84.08333333333333,3.8714166666666667,4.926833333333334,1015.9166666666666,1.8166666666666667,0.0,0.0,0,1,43.8776405,-9.933048616783237
2017-01-02 02:00:00,42.395555,9.975833333333332,85.5,5.83875,6.771666666666667,1015.0,1.1193333333333333,0.0,0.0,0,2,42.577347,-9.29559391923785
2017-01-02 03:00:00,42.2406385,9.791666666666666,87.19166666666666,5.2955,6.499333333333333,1014.5,1.5486666666666666,0.0,0.0,0,3,42.395555,-8.024659857791685
2017-01-02 04:00:00,42.4233045,9.895,86.625,5.0281666666666665,7.2547500000000005,1014.0,1.507,0.0,0.0,0,4,42.2406385,-6.2068584884144515
2017-01-02 05:00:00,45.7995665,10.0425,84.8,5.5921666666666665,7.777833333333334,1013.3333333333334,1.5416666666666667,0.0,0.0,0,5,42.4233045,-3.9660699703704005
2017-01-02 06:00:00,52.5118865,10.42,81.575,7.30725,9.330666666666668,1013.0,1.7425833333333334,0.0,0.0,0,6,45.7995665,-1.455000338086136
2017-01-02 07:00:00,86.1429695,10.256666666666666,82.43333333333334,8.137666666666666,10.125833333333334,1013.0,1.7679166666666666,0.0,0.0,0,7,52.5118865,1.1552251627369516
2017-01-02 08:00:00,107.1224655,10.105833333333333,80.65833333333333,9.291333333333334,11.258333333333333,1013.0,18.456583333333334,0.0,0.0,0,8,86.1429695,3.686723977819363
2017-01-02 09:00:00,119.8500905,10.384166666666667,79.49166666666666,7.584666666666667,9.685916666666667,1013.3333333333334,42.23916666666667,0.0,0.0,0,9,107.1224655,5.966978646412833
2017-01-02 10:00:00,191.813721,10.936666666666667,77.7,8.448,10.6275,1014.0,51.625,0.0,0.0,0,10,119.8500905,7.8405935811517145
2017-01-02 11:00:00,196.6576475,11.874166666666667,74.7,7.610499999999999,9.770000000000001,1013.5833333333334,40.54833333333333,0.0,0.0,0,11,191.813721,9.17988502052864
2017-01-02 12:00:00,187.0340335,12.63,73.76666666666667,6.322833333333333,7.84025,1012.9166666666666,50.6325,0.0,0.0,0,12,196.6576475,9.893582466233818
2017-01-02 13:00:00,187.972054,13.6175,70.11833333333333,6.225583333333333,8.322000000000001,1012.75,22.359166666666667,0.17500000000000002,0.17500000000000002,0,13,187.0340335,9.933048616783237
2017-01-02 14:00:00,198.8369665,13.714166666666666,71.26083333333334,6.228666666666666,8.34425,1012.1666666666666,16.667083333333334,0.5916666666666667,0.7666666666666666,0,14,187.972054,9.295593919237854
2017-01-02 15:00:00,199.73085,13.200833333333334,77.0,7.070166666666666,9.392750000000001,1012.6666666666666,33.44916666666666,1.4166666666666667,2.158333333333333,0,15,198.8369665,8.024659857791692
2017-01-02 16:00:00,203.6592615,13.099166666666667,76.81666666666666,7.095416666666668,9.685833333333333,1012.1666666666666,6.418833333333333,1.2249999999999999,3.35,0,16,199.73085,6.206858488414452
2017-01-02 17:00:00,152.1566265,13.498333333333333,76.89999999999999,8.548333333333334,11.824166666666668,1012.5,3.5980000000000003,0.8333333333333334,4.158333333333333,0,17,203.6592615,3.96606997037041
2017-01-02 18:00:00,133.543704,13.875,75.28333333333333,8.066666666666666,10.944166666666668,1013.1666666666666,2.6148333333333333,0.14166666666666666,4.3,0,18,152.1566265,1.455000338086137
2017-01-02 19:00:00,99.4386945,13.494166666666667,79.64166666666667,7.6401666666666666,10.295,1014.5,3.3829999999999996,0.4666666666666666,4.766666666666667,0,19,133.543704,-1.1552251627369503
2017-01-02 20:00:00,82.2925625,13.403333333333334,81.55833333333334,6.586749999999999,8.848333333333334,1015.0,1.7562499999999999,0.8250000000000001,5.583333333333333,0,20,99.4386945,-3.6867239778193617
2017-01-02 21:00:00,58.2370235,13.689166666666667,81.84166666666667,6.537166666666667,9.20425,1015.8333333333334,1.75825,1.05,6.599999999999999,0,21,82.2925625,-5.966978646412833
2017-01-02 22:00:00,47.1577625,13.789166666666667,83.25833333333334,5.269166666666666,7.4439166666666665,1016.0,1.6084166666666668,0.06666666666666667,6.666666666666667,0,22,58.2370235,-7.840593581151714
2017-01-02 23:00:00,43.1981055,14.146153846153847,84.03846153846153,6.190307692307692,8.88223076923077,1016.4615384615385,1.3036923076923077,0.46153846153846156,7.123076923076923,0,23,47.1577625,-9.179885020528637
2017-01-03 00:00:00,43.569337,14.39,82.93333333333334,6.297250000000001,8.575416666666667,1017.0,2.284666666666667,0.125,0.041666666666666664,0,0,43.1981055,-9.893582466233818
2017-01-03 01:00:00,42.3608135,14.2275,84.13333333333334,4.8254166666666665,6.707583333333333,1017.0,1.9545000000000001,0.05833333333333334,0.10000000000000002,0,1,43.569337,-9.933048616783237
2017-01-03 02:00:00,41.889946,13.520000000000001,85.76666666666667,4.470916666666667,5.828,1017.0833333333334,1.8274166666666665,0.26666666666666666,0.3666666666666667,0,2,42.3608135,-9.29559391923785
2017-01-03 03:00:00,42.718935,13.185,89.35833333333333,4.357333333333334,5.681416666666667,1018.0,1.8690833333333332,0.1416666666666667,0.5083333333333333,0,3,41.889946,-8.024659857791685
2017-01-03 04:00:00,42.6116515,14.351666666666667,86.69999999999999,5.1593333333333335,6.856083333333333,1018.0,1.1053333333333333,0.3416666666666666,0.85,0,4,42.718935,-6.2068584884144515
2017-01-03 05:00:00,45.940936,14.8125,84.84166666666667,5.263583333333333,6.857,1018.0,1.3060833333333333,0.25833333333333336,1.1,0,5,42.6116515,-3.9660699703704005
2017-01-03 06:00:00,49.3606795,14.8925,84.38333333333334,5.199416666666667,6.918,1018.75,0.9874999999999999,0.0,1.1,0,6,45.940936,-1.455000338086136
2017-01-03 07:00:00,86.5970125,14.915,84.35833333333333,4.558166666666667,6.205749999999999,1019.5833333333334,1.3335833333333333,0.0,1.1,0,7,49.3606795,1.1552251627369516
2017-01-03 08:00:00,109.1772395,14.969166666666666,84.625,4.484916666666667,5.828250000000001,1020.6666666666666,38.596916666666665,0.0,1.1,0,8,86.5970125,3.686723977819363
2017-01-03 09:00:00,125.4096045,15.356666666666667,82.45833333333333,3.9956666666666667,5.157,1021.6666666666666,94.52749999999999,0.0,1.1,0,9,109.1772395,5.966978646412833
2017-01-03 10:00:00,212.5189995,15.551666666666668,81.00833333333334,2.14875,3.18675,1022.8333333333334,143.95833333333334,0.0,1.1,0,10,125.4096045,7.8405935811517145
2017-01-03 11:00:00,192.9990835,15.388333333333334,79.43333333333334,3.96975,5.094666666666667,1023.0,202.845,0.0,1.1,0,11,212.5189995,9.17988502052864
2017-01-03 12:00:00,202.6742635,16.289166666666667,73.35833333333333,6.152833333333334,7.695833333333333,1022.9166666666666,296.60833333333335,0.0,1.1,0,12,192.9990835,9.893582466233818
2017-01-03 13:00:00,203.2768865,16.326666666666664,73.83,6.203666666666667,7.798583333333333,1022.0833333333334,238.4416666666667,0.0,1.1,0,13,202.6742635,9.933048616783237
2017-01-03 14:00:00,210.4152815,16.334166666666665,73.29166666666667,6.0655833333333335,7.737416666666667,1022.5,148.11666666666667,0.0,1.1,0,14,203.2768865,9.295593919237854
2017-01-03 15:00:00,204.067638,16.428333333333335,68.73416666666667,5.97525,7.379416666666667,1023.0,219.86666666666667,0.0,1.1,0,15,210.4152815,8.024659857791692
2017-01-03 16:00:00,198.071124,15.54,73.15916666666666,5.463166666666666,6.582916666666667,1023.3333333333334,45.745000000000005,0.0,1.1,0,16,204.067638,6.206858488414452
2017-01-03 17:00:00,153.655318,15.3375,76.25,3.2792499999999998,4.109083333333333,1024.0,6.886416666666666,0.0,1.1,0,17,198.071124,3.96606997037041
2017-01-03 18:00:00,138.646116,15.173333333333334,78.31666666666668,2.9874166666666664,3.9203333333333332,1024.75,0.8374166666666666,0.0,1.1,0,18,153.655318,1.455000338086137
2017-01-03 19:00:00,101.827118,15.049999999999999,82.3,1.92875,2.5786666666666664,1025.0,0.7753333333333333,0.0,1.1,0,19,138.646116,-1.1552251627369503
2017-01-03 20:00:00,82.3651045,14.9475,82.71666666666667,2.1419166666666665,2.85125,1025.0,1.0313333333333332,0.0,1.1,0,20,101.827118,-3.6867239778193617
2017-01-03 21:00:00,61.1627385,14.949166666666665,82.36666666666666,1.8939166666666667,2.7045,1025.9166666666667,0.9482499999999999,0.0,1.1,0,21,82.3651045,-5.966978646412833
2017-01-03 22:00:00,52.301034,14.954166666666666,82.18333333333334,2.6136666666666666,3.3335833333333333,1026.0,0.9435833333333333,0.0,1.1,0,22,61.1627385,-7.840593581151714
2017-01-03 23:00:00,48.5146475,14.6825,83.325,1.9567500000000002,2.557583333333333,1026.6666666666667,0.76825,0.0,1.1,0,23,52.301034,-9.179885020528637
2017-01-04 00:00:00,48.486898,13.965833333333334,85.49166666666667,1.5687499999999999,2.1384166666666666,1027.0,0.6483333333333333,0.0,0.0,0,0,48.5146475,-9.893582466233818
2017-01-04 01:00:00,47.967305,13.1275,88.78333333333335,1.4328333333333332,1.844833333333333,1026.0,0.6114166666666666,0.0,0.0,0,1,48.486898,-9.933048616783237
2017-01-04 02:00:00,46.479757,12.771666666666667,89.8,1.5619166666666668,1.9286666666666665,1026.5,0.5167499999999999,0.0,0.0,0,2,47.967305,-9.29559391923785
2017-01-04 03:00:00,46.3685405,12.066666666666668,90.63333333333333,2.7289166666666667,3.228666666666667,1027.0,0.7385833333333333,0.0,0.0,0,3,46.479757,-8.024659857791685
2017-01-04 04:00:00,44.5423175,11.721666666666666,91.24166666666667,2.3305833333333332,2.8514166666666667,1026.8333333333333,1.22325,0.0,0.0,0,4,46.3685405,-6.2068584884144515
2017-01-04 05:00:00,49.3222235,11.645000000000001,91.45833333333333,1.45375,1.9496666666666667,1026.5,1.454,0.0,0.0,0,5,44.5423175,-3.9660699703704005
2017-01-04 06:00:00,53.757118,11.561666666666667,91.63333333333333,1.3381666666666667,1.7401666666666664,1027.0,2.3286666666666664,0.0,0.0,0,6,49.3222235,-1.455000338086136
2017-01-04 07:00:00,89.052734,11.54,91.76666666666667,1.4274166666666668,1.8658333333333335,1027.3333333333333,3.2910833333333334,0.0,0.0,0,7,53.757118,1.1552251627369516
2017-01-04 08:00:00,109.9052815,11.348333333333334,91.96666666666665,1.3085833333333332,1.803,1028.0,14.106833333333334,0.0,0.0,0,8,89.052734,3.686723977819363
2017-01-04 09:00:00,126.5930005,11.493333333333332,91.97500000000001,1.23875,1.6769999999999998,1028.0,73.13250000000001,0.0,0.0,0,9,109.9052815,5.966978646412833
2017-01-04 10:00:00,222.585076,11.773333333333333,91.83333333333333,1.4483333333333333,1.761,1029.0,165.38333333333333,0.0,0.0,0,10,126.5930005,7.8405935811517145
2017-01-04 11:00:00,196.8739625,12.282499999999999,91.51666666666667,0.9818333333333333,1.4674166666666666,1028.6666666666667,260.98333333333335,0.0,0.0,0,11,222.585076,9.17988502052864
2017-01-04 12:00:00,200.8982955,13.2125,88.95,1.2036666666666667,1.5723333333333331,1027.6666666666667,286.4166666666667,0.0,0.0,0,12,196.8739625,9.893582466233818
2017-01-04 13:00:00,207.1819185,14.205833333333333,82.75833333333334,1.7905,2.306083333333333,1027.0,339.73333333333335,0.0,0.0,0,13,200.8982955,9.933048616783237
2017-01-04 14:00:00,212.2375715,14.279166666666667,83.36666666666666,1.7820833333333335,2.369083333333333,1027.0,178.275,0.0,0.0,0,14,207.1819185,9.295593919237854
2017-01-04 15:00:00,212.1615335,14.0475,85.325,1.1374166666666667,1.803,1027.0,70.04,0.0,0.0,0,15,212.2375715,8.024659857791692
2017-01-04 16:00:00,207.215786,13.847499999999998,86.39166666666667,2.0074166666666664,2.557583333333333,1027.0,48.57916666666667,0.0,0.0,0,16,212.1615335,6.206858488414452
